+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| key                                                                                       | types                           | occurrences | percents                 |
| nldidlnorm.XX.Item1.Component.Resource                                                    | Array                           |     1622397 | 100.00000000000000000000 |
| nldidlnorm.XX.Item1.Descriptor                                                            | Object                          |     1622397 | 100.00000000000000000000 |
| nldidlnorm.XX.Item1.Descriptor.Statement                                                  | Object                          |     1622397 | 100.00000000000000000000 |
| nldidlnorm.XX.Item1.Descriptor.Statement._attrs                                           | Array                           |     1622397 | 100.00000000000000000000 |
| nldidlnorm.XX.Item1.Descriptor.Statement.type                                             | Array                           |     1622397 | 100.00000000000000000000 |
| originURL                                                                                 | Array                           |     1622397 | 100.00000000000000000000 |
| setSpec                                                                                   | Array                           |     1622397 | 100.00000000000000000000 |
| nldidlnorm.XX.Item.Component.Resource.mods.originInfo                                     | Object                          |     1622285 |  99.99309663417770366323 |
| nldidlnorm.XX.Item.Component.Resource.mods.originInfo.dateIssued                          | Object (1622284),Array (1)      |     1622285 |  99.99309663417770366323 |
| nldidlnorm.XX.Item.Component.Resource.mods.originInfo.dateIssued._attrs                   | Array                           |     1622284 |  99.99303499698285691011 |
| nldidlnorm.XX.Item.Component.Resource.mods.originInfo.dateIssued.text                     | Array                           |     1622284 |  99.99303499698285691011 |
| nldidlnorm.XX.Item.Component.Resource.mods.name.namePart                                  | Object (1515452),Array (105738) |     1621190 |  99.92560390582576701490 |
| nldidlnorm.XX.Item.Component.Resource.mods.name._attrs                                    | Array                           |     1600433 |  98.64620065249134484020 |
| nldidlnorm.XX.Item.Component.Resource.mods.name.namePart._attrs                           | Array                           |     1515452 |  93.40821019762734067626 |
| nldidlnorm.XX.Item.Component.Resource.mods.name.namePart.text                             | Array                           |     1515452 |  93.40821019762734067626 |
| nldidlnorm.XX.Item.Component.Resource.mods.name.namePart1                                 | Object (1506423),Array (2223)   |     1508646 |  92.98870744953300970792 |
| nldidlnorm.XX.Item.Component.Resource.mods.name.namePart1._attrs                          | Array                           |     1506423 |  92.85168796539934987777 |
| nldidlnorm.XX.Item.Component.Resource.mods.name.namePart1.text                            | Array                           |     1506423 |  92.85168796539934987777 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1                                          | Object                          |     1390731 |  85.72075761974411989286 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.role                                     | Object                          |     1390731 |  85.72075761974411989286 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.role.roleTerm                            | Object                          |     1390731 |  85.72075761974411989286 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.role.roleTerm._attrs                     | Array                           |     1390731 |  85.72075761974411989286 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.role.roleTerm.text                       | Array                           |     1390731 |  85.72075761974411989286 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.namePart                                 | Object (987481),Array (402694)  |     1390175 |  85.68648733941199679975 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1._attrs                                   | Array                           |     1362434 |  83.97660991730137425293 |
| nldidlnorm.XX.Item.Component.Resource.mods.language                                       | Object                          |     1275432 |  78.61405069166178805062 |
| nldidlnorm.XX.Item.Component.Resource.mods.language.languageTerm                          | Object                          |     1275432 |  78.61405069166178805062 |
| nldidlnorm.XX.Item.Component.Resource.mods.language.languageTerm._attrs                   | Array                           |     1275432 |  78.61405069166178805062 |
| nldidlnorm.XX.Item.Component.Resource.mods.language.languageTerm.text                     | Array                           |     1275432 |  78.61405069166178805062 |
| nldidlnorm.XX.Item.Descriptor1                                                            | Object                          |     1148045 |  70.76227335232991322300 |
| nldidlnorm.XX.Item.Descriptor1.Statement                                                  | Object                          |     1148045 |  70.76227335232991322300 |
| nldidlnorm.XX.Item.Descriptor1.Statement.Identifier                                       | Array                           |     1148045 |  70.76227335232991322300 |
| nldidlnorm.XX.Item.Descriptor1.Statement._attrs                                           | Array                           |     1148045 |  70.76227335232991322300 |
| Journal.XX.relatedItem                                                                    | Object                          |     1124764 |  69.32729781921440803671 |
| Journal.XX.relatedItem._attrs                                                             | Array                           |     1124764 |  69.32729781921440803671 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem                                    | Object                          |     1124764 |  69.32729781921440803671 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem._attrs                             | Array                           |     1124764 |  69.32729781921440803671 |
| Journal.XX.relatedItem.titleInfo                                                          | Object (1102299),Array (202)    |     1102501 |  67.95506895044800899086 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.titleInfo                          | Object (1102299),Array (202)    |     1102501 |  67.95506895044800899086 |
| Journal.XX.relatedItem.titleInfo.title                                                    | Array                           |     1102299 |  67.94261823708993119908 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.titleInfo.title                    | Array                           |     1102299 |  67.94261823708993119908 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2                                          | Object                          |     1086115 |  66.94508187576776947481 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.role                                     | Object                          |     1086115 |  66.94508187576776947481 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.role.roleTerm                            | Object                          |     1086115 |  66.94508187576776947481 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.role.roleTerm._attrs                     | Array                           |     1086115 |  66.94508187576776947481 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.role.roleTerm.text                       | Array                           |     1086115 |  66.94508187576776947481 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.namePart                                 | Object (787874),Array (297680)  |     1085554 |  66.91050340946142682697 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier                                     | Object                          |     1079981 |  66.56699932260723073796 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier._attrs                              | Array                           |     1079981 |  66.56699932260723073796 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier.text                                | Array                           |     1079981 |  66.56699932260723073796 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2._attrs                                   | Array                           |     1063662 |  65.56114193998139683117 |
| Journal.XX.relatedItem.part                                                               | Object (1050936),Array (6271)   |     1057207 |  65.16327384727658511565 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part                               | Object (1050936),Array (6271)   |     1057207 |  65.16327384727658511565 |
| Journal.XX.relatedItem.part.extent                                                        | Object (941774),Array (63576)   |     1005350 |  61.96695383435743309519 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.extent                        | Object (941774),Array (63576)   |     1005350 |  61.96695383435743309519 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.namePart._attrs                          | Array                           |      987481 |  60.86555879972657834287 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.namePart.text                            | Array                           |      987481 |  60.86555879972657834287 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.namePart1                                | Object (985677),Array (695)     |      986372 |  60.79720315064685109974 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.namePart1._attrs                         | Array                           |      985677 |  60.75436530023169723336 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.namePart1.text                           | Array                           |      985677 |  60.75436530023169723336 |
| Journal.XX.relatedItem.part.extent._attrs                                                 | Array                           |      941774 |  58.04830753508543494945 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.extent._attrs                 | Array                           |      941774 |  58.04830753508543494945 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier1                                    | Object                          |      937256 |  57.76983068878949012515 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier1._attrs                             | Array                           |      937256 |  57.76983068878949012515 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier1.text                               | Array                           |      937256 |  57.76983068878949012515 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier2                                    | Object                          |      863526 |  53.22532031309229694216 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier2._attrs                             | Array                           |      863526 |  53.22532031309229694216 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier2.text                               | Array                           |      863526 |  53.22532031309229694216 |
| Journal.XX.relatedItem.part.extent.start                                                  | Array                           |      862794 |  53.18020188646798374066 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.extent.start                  | Array                           |      862794 |  53.18020188646798374066 |
| Journal.XX.relatedItem.identifier                                                         | Object                          |      810909 |  49.98215603209325763601 |
| Journal.XX.relatedItem.identifier._attrs                                                  | Array                           |      810909 |  49.98215603209325763601 |
| Journal.XX.relatedItem.identifier.text                                                    | Array                           |      810909 |  49.98215603209325763601 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.identifier                         | Object                          |      810909 |  49.98215603209325763601 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.identifier._attrs                  | Array                           |      810909 |  49.98215603209325763601 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.identifier.text                    | Array                           |      810909 |  49.98215603209325763601 |
| Journal.XX.relatedItem.part.detail                                                        | Object                          |      804303 |  49.57498072296731095321 |
| Journal.XX.relatedItem.part.detail._attrs                                                 | Array                           |      804303 |  49.57498072296731095321 |
| Journal.XX.relatedItem.part.detail.number                                                 | Array                           |      804303 |  49.57498072296731095321 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.detail                        | Object                          |      804303 |  49.57498072296731095321 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.detail._attrs                 | Array                           |      804303 |  49.57498072296731095321 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.detail.number                 | Array                           |      804303 |  49.57498072296731095321 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3                                          | Object                          |      798600 |  49.22346380078365513100 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.role                                     | Object                          |      798600 |  49.22346380078365513100 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.role.roleTerm                            | Object                          |      798600 |  49.22346380078365513100 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.role.roleTerm._attrs                     | Array                           |      798600 |  49.22346380078365513100 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.role.roleTerm.text                       | Array                           |      798600 |  49.22346380078365513100 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.namePart                                 | Object (577499),Array (220766)  |      798265 |  49.20281534051159866294 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.namePart._attrs                          | Array                           |      787874 |  48.56234324890886711046 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.namePart.text                            | Array                           |      787874 |  48.56234324890886711046 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.namePart1                                | Object (786344),Array (153)     |      786497 |  48.47746883161149611396 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.namePart1._attrs                         | Array                           |      786344 |  48.46803834080068185131 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.namePart1.text                           | Array                           |      786344 |  48.46803834080068185131 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3._attrs                                   | Array                           |      786175 |  48.45762165487239059303 |
| Journal.XX.relatedItem.part.extent.end                                                    | Array                           |      756364 |  46.62015523943892958414 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.extent.end                    | Array                           |      756364 |  46.62015523943892958414 |
| nldidlnorm.XX.Item2                                                                       | Object                          |      751758 |  46.33625431999689681106 |
| nldidlnorm.XX.Item2.Component                                                             | Object                          |      751758 |  46.33625431999689681106 |
| nldidlnorm.XX.Item2.Component.Resource                                                    | Array                           |      751758 |  46.33625431999689681106 |
| nldidlnorm.XX.Item2.Descriptor                                                            | Object                          |      751758 |  46.33625431999689681106 |
| nldidlnorm.XX.Item2.Descriptor.Statement                                                  | Object                          |      751758 |  46.33625431999689681106 |
| nldidlnorm.XX.Item2.Descriptor.Statement._attrs                                           | Array                           |      751758 |  46.33625431999689681106 |
| nldidlnorm.XX.Item2.Descriptor.Statement.type                                             | Array                           |      751758 |  46.33625431999689681106 |
| nldidlnorm.XX.Item1.Descriptor1                                                           | Object                          |      750070 |  46.23221073510367773451 |
| nldidlnorm.XX.Item1.Descriptor1.Statement                                                 | Object                          |      750070 |  46.23221073510367773451 |
| nldidlnorm.XX.Item1.Descriptor1.Statement._attrs                                          | Array                           |      750070 |  46.23221073510367773451 |
| Keywords.XX.topic                                                                         | Array (708378),Object (37857)   |      746235 |  45.99583209288478968801 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject                                        | Object                          |      746235 |  45.99583209288478968801 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject.topic                                  | Array (708378),Object (37857)   |      746235 |  45.99583209288478968801 |
| nldidlnorm.XX.Item.Component.Resource.mods.name.nameIdentifier                            | Object (625647),Array (2)       |      625649 |  38.56324931567304759028 |
| nldidlnorm.XX.Item.Component.Resource.mods.name.nameIdentifier._attrs                     | Array                           |      625647 |  38.56312604128336118947 |
| nldidlnorm.XX.Item.Component.Resource.mods.name.nameIdentifier.text                       | Array                           |      625647 |  38.56312604128336118947 |
| nldidlnorm.XX.Item.Component.Resource.mods.abstract                                       | Array (597217),Object (14656)   |      611873 |  37.71413531953029973920 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier3                                    | Object                          |      607715 |  37.45784786337745941864 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier3._attrs                             | Array                           |      607715 |  37.45784786337745941864 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier3.text                               | Array                           |      607715 |  37.45784786337745941864 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.namePart._attrs                          | Array                           |      577499 |  35.59541838403301028393 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.namePart.text                            | Array                           |      577499 |  35.59541838403301028393 |
| Journal.XX.relatedItem.part.detail1                                                       | Object                          |      576697 |  35.54598535376975831923 |
| Journal.XX.relatedItem.part.detail1._attrs                                                | Array                           |      576697 |  35.54598535376975831923 |
| Journal.XX.relatedItem.part.detail1.number                                                | Array                           |      576697 |  35.54598535376975831923 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.detail1                       | Object                          |      576697 |  35.54598535376975831923 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.detail1._attrs                | Array                           |      576697 |  35.54598535376975831923 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.detail1.number                | Array                           |      576697 |  35.54598535376975831923 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.namePart1                                | Object (575532),Array (218)     |      575750 |  35.48761493025443058968 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.namePart1._attrs                         | Array                           |      575532 |  35.47417802177888290771 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.namePart1.text                           | Array                           |      575532 |  35.47417802177888290771 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4                                          | Object                          |      569730 |  35.11655901730587459042 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.role                                     | Object                          |      569730 |  35.11655901730587459042 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.role.roleTerm                            | Object                          |      569730 |  35.11655901730587459042 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.role.roleTerm._attrs                     | Array                           |      569730 |  35.11655901730587459042 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.role.roleTerm.text                       | Array                           |      569730 |  35.11655901730587459042 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.namePart                                 | Object (402974),Array (166477)  |      569451 |  35.09936223994497339618 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4._attrs                                   | Array                           |      563914 |  34.75807709210507567832 |
| Journal.XX.relatedItem.part.extent.list                                                   | Array                           |      549830 |  33.88997883995101290111 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.extent.list                   | Array                           |      549830 |  33.88997883995101290111 |
| nldidlnorm.XX.Item.Component.Resource.mods.originInfo.publisher                           | Array                           |      546325 |  33.67394047202996887336 |
| nldidlnorm.XX.Item1.Descriptor2                                                           | Object                          |      527131 |  32.49087615423351849131 |
| nldidlnorm.XX.Item1.Descriptor2.Statement                                                 | Object                          |      527131 |  32.49087615423351849131 |
| nldidlnorm.XX.Item1.Descriptor2.Statement._attrs                                          | Array                           |      527131 |  32.49087615423351849131 |
| Keywords.XX.topic1                                                                        | Array                           |      464625 |  28.63818165344240540549 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject.topic1                                 | Array                           |      464625 |  28.63818165344240540549 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.role1                                    | Object                          |      446177 |  27.50109868299805881975 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.role1.roleTerm                           | Object                          |      446177 |  27.50109868299805881975 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.role1.roleTerm._attrs                    | Array                           |      446177 |  27.50109868299805881975 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.role1.roleTerm.text                      | Array                           |      446177 |  27.50109868299805881975 |
| Journal.XX.relatedItem.part.detail.caption                                                | Array                           |      434693 |  26.79325713743306991432 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.detail.caption                | Array                           |      434693 |  26.79325713743306991432 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.namePart._attrs                          | Array                           |      402974 |  24.83818695424116285153 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.namePart.text                            | Array                           |      402974 |  24.83818695424116285153 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.namePart1                                | Object (401575),Array (165)     |      401740 |  24.76212665580619187722 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.namePart1._attrs                         | Array                           |      401575 |  24.75195651865726986784 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.namePart1.text                           | Array                           |      401575 |  24.75195651865726986784 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5                                          | Object                          |      397050 |  24.47304821199743329885 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.role                                     | Object                          |      397050 |  24.47304821199743329885 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.role.roleTerm                            | Object                          |      397050 |  24.47304821199743329885 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.role.roleTerm._attrs                     | Array                           |      397050 |  24.47304821199743329885 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.role.roleTerm.text                       | Array                           |      397050 |  24.47304821199743329885 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.namePart                                 | Object (275773),Array (121199)  |      396972 |  24.46824051079975959055 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5._attrs                                   | Array                           |      394789 |  24.33368651445977803860 |
| nldidlnorm.XX.Item1.Descriptor1.Statement.Identifier                                      | Array                           |      387436 |  23.88046822078689856994 |
| nldidlnorm.XX.Item1.Descriptor2.Statement.accessRights                                    | Array                           |      387436 |  23.88046822078689856994 |
| Keywords.XX.topic2                                                                        | Array                           |      370606 |  22.84311423159682874484 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject.topic2                                 | Array                           |      370606 |  22.84311423159682874484 |
| nldidlnorm.XX.Item1.Descriptor1.Statement.accessRights                                    | Array                           |      362298 |  22.33103241684988304883 |
| nldidlnorm.XX.Item.Component.Resource.mods.name.role1                                     | Object                          |      360553 |  22.22347551185067615620 |
| nldidlnorm.XX.Item.Component.Resource.mods.name.role1.roleTerm                            | Object                          |      360553 |  22.22347551185067615620 |
| nldidlnorm.XX.Item.Component.Resource.mods.name.role1.roleTerm._attrs                     | Array                           |      360553 |  22.22347551185067615620 |
| nldidlnorm.XX.Item.Component.Resource.mods.name.role1.roleTerm.text                       | Array                           |      360553 |  22.22347551185067615620 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.role1                                    | Object                          |      338916 |  20.88983152705533896665 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.role1.roleTerm                           | Object                          |      338916 |  20.88983152705533896665 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.role1.roleTerm._attrs                    | Array                           |      338916 |  20.88983152705533896665 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.role1.roleTerm.text                      | Array                           |      338916 |  20.88983152705533896665 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.nameIdentifier                           | Object                          |      333074 |  20.52974703478864881845 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.nameIdentifier._attrs                    | Array                           |      333074 |  20.52974703478864881845 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.nameIdentifier.text                      | Array                           |      333074 |  20.52974703478864881845 |
| nldidlnorm.XX.Item.Component.Resource.mods.originInfo.place                               | Object                          |      329611 |  20.31629742905096591699 |
| nldidlnorm.XX.Item.Component.Resource.mods.originInfo.place.placeTerm                     | Object (157208),Array (172403)  |      329611 |  20.31629742905096591699 |
| nldidlnorm.XX.Item.Component.Resource.mods.name.affiliation                               | Array                           |      325955 |  20.09095184470878692196 |
| Journal.XX.relatedItem.part.extent.total                                                  | Array                           |      313089 |  19.29792769587221812344 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.extent.total                  | Array                           |      313089 |  19.29792769587221812344 |
| Keywords.XX.topic3                                                                        | Array                           |      311622 |  19.20750593103907277737 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject.topic3                                 | Array                           |      311622 |  19.20750593103907277737 |
| Journal.XX.relatedItem.part.detail1.caption                                               | Array                           |      302203 |  18.62694519282271699012 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.detail1.caption               | Array                           |      302203 |  18.62694519282271699012 |
| nldidlnorm.XX.Item1.Descriptor3                                                           | Object                          |      302004 |  18.61467939104916879955 |
| nldidlnorm.XX.Item1.Descriptor3.Statement                                                 | Object                          |      302004 |  18.61467939104916879955 |
| nldidlnorm.XX.Item1.Descriptor3.Statement._attrs                                          | Array                           |      302004 |  18.61467939104916879955 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6                                          | Object                          |      282989 |  17.44264813112943457440 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6.role                                     | Object                          |      282989 |  17.44264813112943457440 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6.role.roleTerm                            | Object                          |      282989 |  17.44264813112943457440 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6.role.roleTerm._attrs                     | Array                           |      282989 |  17.44264813112943457440 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6.role.roleTerm.text                       | Array                           |      282989 |  17.44264813112943457440 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6.namePart                                 | Object (190284),Array (92646)   |      282930 |  17.43901153663375680480 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6._attrs                                   | Array                           |      281924 |  17.37700451862275485837 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.namePart._attrs                          | Array                           |      275773 |  16.99787413314989947821 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.namePart.text                            | Array                           |      275773 |  16.99787413314989947821 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.namePart1                                | Object (274856),Array (157)     |      275013 |  16.95102986507001574523 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.namePart1._attrs                         | Array                           |      274856 |  16.94135282547982868095 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.namePart1.text                           | Array                           |      274856 |  16.94135282547982868095 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier4                                    | Object                          |      272250 |  16.78072629572169915946 |
